user_id,timestamp,source_ip,login_status,failed_attempts,location
USER_0064,2026-01-21 18:18:21.494302,20.7.246.150,success,2,Remote
USER_0073,2025-12-29 18:18:21.494302,123.88.255.26,failed,2,Remote
USER_0003,2025-12-15 18:18:21.494302,178.76.193.139,failed,0,Office
USER_0010,2025-11-22 18:18:21.494302,210.133.100.23,failed,4,Office
USER_0055,2026-01-06 18:18:21.494302,183.205.98.95,success,3,VPN
USER_0063,2026-01-31 18:18:21.494302,136.178.46.48,success,5,Office
USER_0048,2026-01-20 18:18:21.494302,68.232.147.245,failed,4,Remote
USER_0064,2026-02-06 18:18:21.494302,68.169.235.72,success,0,Remote
USER_0026,2026-01-08 18:18:21.494302,255.118.46.49,success,1,Remote
USER_0021,2026-01-25 18:18:21.494302,62.169.97.114,success,0,Remote
USER_0093,2025-11-28 18:18:21.494302,230.241.0.185,failed,1,Remote
USER_0001,2026-01-31 18:18:21.494302,151.46.166.125,success,3,VPN
USER_0055,2025-11-18 18:18:21.494302,193.85.169.210,success,0,Remote
USER_0060,2026-01-25 18:18:21.494302,55.9.182.12,failed,3,Office
USER_0074,2025-12-08 18:18:21.494302,16.217.54.111,success,1,Remote
USER_0085,2026-01-30 18:18:21.494302,162.186.4.121,success,5,VPN
USER_0054,2025-12-08 18:18:21.494302,80.57.170.47,success,3,Remote
USER_0005,2026-01-18 18:18:21.494302,252.104.48.160,success,1,Remote
USER_0005,2026-02-08 18:18:21.494302,88.61.197.220,success,1,Office
USER_0018,2025-12-25 18:18:21.494302,92.231.56.185,failed,2,VPN
USER_0075,2025-12-15 18:18:21.494302,180.164.86.65,success,5,Remote
USER_0013,2025-11-28 18:18:21.494302,222.252.4.83,success,1,Remote
USER_0029,2025-12-22 18:18:21.494302,52.78.242.112,failed,0,Office
USER_0010,2026-01-22 18:18:21.494302,134.35.208.85,success,5,Office
USER_0046,2026-01-10 18:18:21.494302,12.129.87.17,failed,5,VPN
USER_0049,2026-02-14 18:18:21.494302,2.245.84.232,success,1,Remote
USER_0010,2026-01-14 18:18:21.494302,244.112.29.178,success,0,Office
USER_0078,2026-01-18 18:18:21.494302,160.108.116.230,failed,2,VPN
USER_0049,2026-01-15 18:18:21.494302,84.92.200.35,failed,4,Office
USER_0086,2025-12-03 18:18:21.494302,96.160.124.163,failed,5,Office
USER_0025,2026-01-04 18:18:21.494302,218.56.171.249,failed,0,Remote
USER_0027,2026-02-15 18:18:21.494302,181.174.64.230,failed,1,Office
USER_0043,2025-12-21 18:18:21.494302,7.175.253.114,success,3,Office
USER_0061,2026-01-02 18:18:21.494302,34.63.178.37,failed,4,Office
USER_0020,2025-11-23 18:18:21.494302,159.187.164.125,failed,1,Remote
USER_0042,2026-02-11 18:18:21.494302,198.221.11.197,failed,3,Office
USER_0022,2025-11-28 18:18:21.494302,29.251.202.98,success,3,Remote
USER_0022,2025-12-17 18:18:21.494302,97.209.49.56,success,5,VPN
USER_0057,2025-12-11 18:18:21.494302,203.181.237.231,success,4,Remote
USER_0077,2026-01-17 18:18:21.494302,207.185.228.202,failed,1,VPN
USER_0066,2026-02-10 18:18:21.494302,60.2.166.192,success,1,Remote
USER_0085,2026-01-15 18:18:21.494302,3.105.124.125,success,2,Remote
USER_0097,2025-12-12 18:18:21.494302,66.107.79.52,failed,3,VPN
USER_0018,2025-12-29 18:18:21.494302,27.108.230.237,success,4,VPN
USER_0035,2026-01-17 18:18:21.494302,128.172.206.128,success,2,Office
USER_0005,2025-11-30 18:18:21.494302,139.188.103.98,failed,1,VPN
USER_0095,2026-01-04 18:18:21.494302,1.158.123.7,success,1,Office
USER_0084,2025-12-25 18:18:21.494302,118.82.238.8,failed,1,VPN
USER_0054,2026-02-08 18:18:21.494302,84.101.34.210,failed,4,Remote
USER_0009,2026-02-03 18:18:21.494302,231.248.193.217,success,4,Remote
USER_0040,2026-01-06 18:18:21.494302,168.131.9.20,failed,0,Office
USER_0031,2026-01-15 18:18:21.494302,131.9.225.159,success,5,Remote
USER_0023,2026-01-15 18:18:21.494302,154.180.134.246,success,5,VPN
USER_0031,2025-11-26 18:18:21.494302,170.137.102.252,success,2,Remote
USER_0023,2025-12-30 18:18:21.494302,164.232.140.126,success,2,VPN
USER_0088,2025-11-19 18:18:21.494302,70.29.148.175,failed,0,VPN
USER_0100,2026-01-25 18:18:21.494302,128.154.219.77,failed,4,Remote
USER_0093,2025-11-23 18:18:21.494302,141.71.142.232,success,4,Office
USER_0087,2026-01-22 18:18:21.494302,59.89.43.160,failed,4,Remote
USER_0008,2025-12-10 18:18:21.494302,42.85.19.166,success,0,Office
USER_0031,2025-11-19 18:18:21.494302,253.38.119.21,success,4,Office
USER_0011,2025-12-16 18:18:21.494302,237.101.56.214,success,3,Remote
USER_0009,2025-12-30 18:18:21.494302,48.11.196.165,failed,0,Office
USER_0079,2026-01-14 18:18:21.494302,149.254.115.135,failed,0,Remote
USER_0071,2026-01-05 18:18:21.494302,38.67.87.172,failed,5,Remote
USER_0070,2026-01-17 18:18:21.494302,251.153.89.121,failed,1,Remote
USER_0094,2026-02-11 18:18:21.494302,237.16.121.28,success,0,Office
USER_0083,2025-12-13 18:18:21.494302,12.71.205.177,success,5,Remote
USER_0068,2026-02-03 18:18:21.494302,21.97.108.53,failed,4,Office
USER_0023,2025-12-04 18:18:21.494302,101.249.181.191,failed,0,VPN
USER_0061,2025-12-15 18:18:21.494302,138.101.93.3,success,1,Office
USER_0012,2025-12-09 18:18:21.494302,47.180.68.253,success,3,VPN
USER_0035,2025-11-29 18:18:21.494302,49.145.64.241,success,4,Remote
USER_0054,2026-02-09 18:18:21.494302,251.8.212.132,success,3,Office
USER_0020,2025-11-28 18:18:21.494302,21.79.67.103,success,1,Office
USER_0014,2026-01-09 18:18:21.494302,30.196.62.171,failed,4,VPN
USER_0025,2025-11-27 18:18:21.494302,150.156.2.132,success,0,Office
USER_0029,2026-02-03 18:18:21.494302,154.179.113.182,failed,4,VPN
USER_0082,2025-12-30 18:18:21.494302,177.94.123.219,success,0,VPN
USER_0089,2025-12-31 18:18:21.494302,83.196.198.184,success,0,Remote
USER_0056,2026-02-06 18:18:21.494302,210.49.20.199,failed,3,Remote
USER_0020,2026-02-03 18:18:21.494302,119.89.26.207,failed,3,Office
USER_0080,2026-02-09 18:18:21.494302,247.123.141.133,success,0,Office
USER_0061,2025-12-31 18:18:21.494302,245.159.123.109,success,5,Remote
USER_0005,2026-01-18 18:18:21.494302,125.99.78.155,failed,0,Office
USER_0090,2026-01-24 18:18:21.494302,68.90.210.219,failed,4,Office
USER_0070,2025-11-22 18:18:21.494302,254.144.226.33,failed,1,VPN
USER_0057,2025-12-09 18:18:21.494302,23.191.115.172,success,3,VPN
USER_0028,2025-12-07 18:18:21.494302,214.167.242.172,success,2,Office
USER_0100,2026-01-23 18:18:21.494302,236.161.155.9,failed,1,Remote
USER_0049,2026-01-29 18:18:21.494302,173.142.166.141,failed,3,VPN
USER_0096,2025-12-22 18:18:21.494302,11.169.185.39,failed,5,VPN
USER_0045,2026-01-23 18:18:21.494302,247.22.193.116,success,2,VPN
USER_0014,2025-12-09 18:18:21.494302,147.16.133.117,failed,5,VPN
USER_0033,2026-01-18 18:18:21.494302,99.61.18.57,failed,0,Remote
USER_0053,2025-12-15 18:18:21.494302,255.202.154.211,failed,3,Remote
USER_0071,2025-12-22 18:18:21.494302,26.76.166.46,failed,2,Remote
USER_0095,2026-01-08 18:18:21.494302,54.142.59.58,success,0,Remote
USER_0043,2026-01-19 18:18:21.494302,66.178.101.11,failed,3,VPN
USER_0056,2025-12-30 18:18:21.494302,211.195.34.212,success,5,VPN
USER_0094,2026-01-16 18:18:21.494302,102.11.254.182,success,2,Remote
USER_0094,2026-02-16 18:18:21.494302,211.1.39.13,success,3,Remote
USER_0029,2025-11-23 18:18:21.494302,20.146.59.106,success,0,Remote
USER_0085,2026-01-03 18:18:21.494302,134.11.5.2,failed,1,Office
USER_0033,2026-01-11 18:18:21.494302,94.161.138.129,failed,1,Remote
USER_0002,2026-01-09 18:18:21.494302,100.188.5.81,failed,5,VPN
USER_0005,2025-11-25 18:18:21.494302,230.153.244.2,failed,3,VPN
USER_0087,2025-12-11 18:18:21.494302,187.80.31.136,failed,1,VPN
USER_0093,2026-01-06 18:18:21.494302,191.159.88.235,failed,2,VPN
USER_0063,2025-12-30 18:18:21.494302,194.120.210.101,failed,2,Remote
USER_0033,2025-11-18 18:18:21.494302,119.141.150.40,failed,4,Office
USER_0046,2025-11-24 18:18:21.494302,51.126.8.48,failed,5,VPN
USER_0077,2025-12-09 18:18:21.494302,204.253.136.141,success,0,Office
USER_0025,2026-01-02 18:18:21.494302,245.89.18.247,success,5,VPN
USER_0058,2025-12-19 18:18:21.494302,114.207.248.42,success,0,VPN
USER_0044,2025-12-17 18:18:21.494302,40.112.11.23,success,5,Office
USER_0074,2026-01-26 18:18:21.494302,182.74.250.116,failed,1,VPN
USER_0004,2025-12-30 18:18:21.494302,190.145.115.128,success,0,Office
USER_0096,2026-02-07 18:18:21.494302,135.227.100.212,failed,0,VPN
USER_0007,2026-01-13 18:18:21.494302,189.36.107.80,failed,0,Office
USER_0084,2025-11-18 18:18:21.494302,137.30.124.243,success,2,VPN
USER_0009,2025-12-14 18:18:21.494302,70.246.89.219,failed,0,Remote
USER_0007,2025-12-20 18:18:21.494302,234.215.60.175,success,5,Office
USER_0086,2026-01-26 18:18:21.494302,25.81.251.80,success,5,Office
USER_0050,2025-12-26 18:18:21.494302,123.168.253.172,success,1,Office
USER_0072,2026-02-01 18:18:21.494302,135.93.229.45,failed,0,VPN
USER_0040,2025-11-27 18:18:21.494302,18.152.60.83,success,5,VPN
USER_0018,2026-01-05 18:18:21.494302,223.90.197.49,failed,5,Remote
USER_0088,2026-01-30 18:18:21.494302,141.229.171.202,success,0,Remote
USER_0067,2026-01-11 18:18:21.494302,128.33.207.129,failed,2,Remote
USER_0080,2026-02-15 18:18:21.494302,198.106.22.237,success,3,VPN
USER_0068,2025-11-22 18:18:21.494302,255.211.185.140,success,2,Remote
USER_0013,2025-12-05 18:18:21.494302,189.152.135.72,failed,5,Office
USER_0010,2025-11-24 18:18:21.494302,134.157.46.185,success,0,VPN
USER_0024,2026-02-16 18:18:21.494302,184.165.97.254,success,3,Remote
USER_0064,2026-01-16 18:18:21.494302,13.135.89.129,success,0,Remote
USER_0055,2025-12-08 18:18:21.494302,84.175.40.126,failed,2,Office
USER_0012,2026-02-13 18:18:21.494302,58.73.74.93,success,4,VPN
USER_0043,2025-12-28 18:18:21.494302,162.152.153.51,success,3,VPN
USER_0083,2025-11-23 18:18:21.494302,151.196.35.210,success,3,Remote
USER_0031,2025-12-18 18:18:21.494302,162.222.84.9,failed,4,VPN
USER_0076,2026-02-06 18:18:21.494302,48.40.211.134,failed,1,Office
USER_0068,2026-02-11 18:18:21.494302,76.31.232.54,failed,2,VPN
USER_0060,2026-01-05 18:18:21.494302,128.158.182.226,failed,4,VPN
USER_0098,2025-12-04 18:18:21.494302,175.183.137.39,success,5,Remote
USER_0054,2025-12-13 18:18:21.494302,201.41.214.219,failed,3,Office
USER_0016,2026-02-14 18:18:21.494302,142.246.195.87,failed,1,Office
USER_0066,2026-02-09 18:18:21.494302,58.152.179.19,success,0,Office
USER_0054,2026-01-06 18:18:21.494302,127.132.29.228,success,4,Remote
USER_0063,2025-12-04 18:18:21.494302,180.7.246.228,failed,0,VPN
USER_0016,2025-12-05 18:18:21.494302,121.229.45.228,success,4,VPN
USER_0066,2025-12-29 18:18:21.494302,155.213.75.80,failed,0,Remote
USER_0011,2025-12-08 18:18:21.494302,11.96.220.107,success,1,VPN
USER_0100,2025-12-06 18:18:21.494302,185.109.190.241,success,0,VPN
USER_0044,2025-11-18 18:18:21.494302,37.46.144.142,failed,3,Remote
USER_0036,2026-02-16 18:18:21.494302,18.196.19.82,failed,1,Office
USER_0035,2026-01-10 18:18:21.494302,122.40.186.133,failed,2,Remote
USER_0059,2026-01-07 18:18:21.494302,87.41.106.122,success,4,Remote
USER_0028,2026-01-31 18:18:21.494302,79.200.32.166,success,5,VPN
USER_0070,2025-12-09 18:18:21.494302,42.146.11.195,failed,0,VPN
USER_0082,2025-11-20 18:18:21.494302,251.185.174.74,failed,4,Office
USER_0060,2026-02-11 18:18:21.494302,186.145.122.78,success,4,Office
USER_0048,2025-11-20 18:18:21.494302,25.62.73.75,success,1,Remote
USER_0085,2026-01-01 18:18:21.494302,50.89.37.60,success,1,Office
USER_0027,2026-02-16 18:18:21.494302,8.246.106.41,success,4,VPN
USER_0022,2026-02-06 18:18:21.494302,217.160.102.96,success,0,VPN
USER_0044,2025-12-28 18:18:21.494302,124.43.180.103,success,1,Office
USER_0017,2026-02-11 18:18:21.494302,44.56.116.130,success,5,Office
USER_0045,2025-12-27 18:18:21.494302,210.244.137.20,failed,2,VPN
USER_0036,2025-12-28 18:18:21.494302,231.35.26.42,success,0,Remote
USER_0090,2025-12-07 18:18:21.494302,208.253.183.126,success,3,Remote
USER_0020,2026-02-09 18:18:21.494302,92.8.66.76,failed,4,Remote
USER_0014,2025-11-20 18:18:21.494302,235.82.67.179,success,2,Remote
USER_0001,2025-12-12 18:18:21.494302,136.193.81.49,failed,0,VPN
USER_0095,2025-12-03 18:18:21.494302,96.198.198.174,failed,2,VPN
USER_0090,2026-01-26 18:18:21.494302,144.38.229.54,success,1,Office
USER_0085,2025-12-15 18:18:21.494302,124.11.40.89,success,0,Remote
USER_0074,2026-02-08 18:18:21.494302,118.17.95.97,success,2,Office
USER_0016,2025-12-16 18:18:21.494302,159.212.239.194,failed,0,VPN
USER_0026,2025-12-25 18:18:21.494302,56.11.161.173,success,4,Remote
USER_0047,2025-12-22 18:18:21.494302,127.90.133.205,success,2,VPN
USER_0077,2026-01-15 18:18:21.494302,155.31.117.74,success,0,Remote
USER_0001,2026-01-24 18:18:21.494302,102.204.18.153,failed,1,Office
USER_0038,2025-12-05 18:18:21.494302,8.168.142.221,success,4,Office
USER_0082,2026-01-05 18:18:21.494302,39.145.154.127,failed,5,Remote
USER_0011,2026-01-30 18:18:21.494302,31.81.161.224,failed,1,VPN
USER_0081,2026-01-03 18:18:21.494302,158.28.251.167,failed,5,Office
USER_0009,2026-01-06 18:18:21.494302,247.127.205.53,success,0,Remote
USER_0094,2026-01-23 18:18:21.494302,127.41.224.22,success,2,VPN
USER_0065,2026-02-13 18:18:21.494302,234.150.239.163,success,3,Office
USER_0011,2026-01-03 18:18:21.494302,93.212.124.175,success,0,Office
USER_0079,2025-11-21 18:18:21.494302,145.223.46.184,success,3,VPN
USER_0073,2025-12-25 18:18:21.494302,142.88.252.31,failed,2,VPN
USER_0013,2026-02-07 18:18:21.494302,145.62.20.126,failed,4,Office
USER_0011,2025-12-26 18:18:21.494302,196.225.255.235,failed,0,VPN
USER_0092,2026-02-08 18:18:21.494302,166.92.203.89,failed,1,Remote
USER_0054,2026-02-12 18:18:21.494302,250.93.244.118,success,4,Office
USER_0057,2025-12-31 18:18:21.494302,228.63.48.27,success,3,Remote
USER_0078,2026-02-11 18:18:21.494302,31.121.106.226,failed,1,VPN
USER_0001,2025-11-27 18:18:21.494302,11.209.254.1,failed,5,Office
USER_0068,2025-12-16 18:18:21.494302,106.22.219.155,success,2,VPN
USER_0012,2025-12-08 18:18:21.494302,87.9.225.178,success,0,VPN
USER_0058,2025-12-11 18:18:21.494302,6.21.60.221,failed,3,Remote
USER_0033,2025-11-26 18:18:21.494302,189.247.86.140,success,3,Office
USER_0038,2026-02-01 18:18:21.494302,132.141.240.186,success,1,VPN
USER_0062,2026-01-12 18:18:21.494302,250.83.230.83,failed,3,Remote
USER_0095,2025-11-23 18:18:21.494302,227.145.1.134,success,3,VPN
USER_0085,2025-12-23 18:18:21.494302,94.183.150.78,success,3,Remote
USER_0037,2025-12-13 18:18:21.494302,54.90.181.12,failed,5,Office
USER_0081,2026-01-25 18:18:21.494302,87.104.158.99,failed,5,Remote
USER_0060,2026-01-05 18:18:21.494302,193.147.62.202,success,3,Remote
USER_0015,2026-01-29 18:18:21.494302,112.183.220.177,success,5,Remote
USER_0064,2026-01-22 18:18:21.494302,248.78.12.152,failed,1,Remote
USER_0011,2025-12-24 18:18:21.494302,151.182.5.128,success,1,Remote
USER_0007,2026-01-29 18:18:21.494302,177.255.11.178,failed,5,VPN
USER_0072,2026-02-14 18:18:21.494302,91.200.125.204,failed,4,VPN
USER_0073,2025-12-04 18:18:21.494302,73.69.253.234,success,3,Office
USER_0078,2025-11-23 18:18:21.494302,130.5.97.153,success,3,Remote
USER_0033,2025-12-10 18:18:21.494302,108.62.29.32,success,3,VPN
USER_0008,2026-02-08 18:18:21.494302,194.37.240.85,success,5,Office
USER_0020,2026-02-12 18:18:21.494302,49.92.114.228,success,3,Office
USER_0006,2025-12-20 18:18:21.494302,62.78.45.198,failed,1,Office
USER_0039,2026-02-06 18:18:21.494302,182.160.199.222,failed,0,VPN
USER_0042,2026-02-08 18:18:21.494302,52.23.248.55,success,0,VPN
USER_0084,2026-01-17 18:18:21.494302,196.57.242.75,failed,0,VPN
USER_0085,2025-12-11 18:18:21.494302,56.234.55.144,success,2,Remote
USER_0043,2025-12-05 18:18:21.494302,58.252.9.167,success,0,Remote
USER_0044,2026-01-18 18:18:21.494302,178.203.30.58,success,5,Office
USER_0093,2025-12-17 18:18:21.494302,145.151.17.121,failed,4,Office
USER_0054,2026-02-08 18:18:21.494302,159.89.122.160,failed,0,Remote
USER_0027,2026-01-09 18:18:21.494302,180.6.167.165,failed,1,Remote
USER_0056,2025-11-21 18:18:21.494302,211.10.188.62,success,1,Office
USER_0066,2025-12-20 18:18:21.494302,151.239.161.141,failed,5,Office
USER_0034,2025-12-15 18:18:21.494302,167.81.184.131,success,1,Remote
USER_0095,2026-02-11 18:18:21.494302,53.103.217.164,failed,4,VPN
USER_0004,2025-12-29 18:18:21.494302,150.187.55.245,success,1,Office
USER_0049,2025-11-30 18:18:21.494302,22.101.6.251,failed,3,Office
USER_0072,2026-02-15 18:18:21.494302,179.196.198.130,failed,3,Office
USER_0090,2025-11-27 18:18:21.494302,218.115.100.220,success,3,Remote
USER_0085,2025-11-30 18:18:21.494302,7.180.80.233,success,4,VPN
USER_0011,2025-12-01 18:18:21.494302,136.224.119.208,failed,1,Office
USER_0058,2026-01-27 18:18:21.494302,55.45.146.221,failed,3,Remote
USER_0061,2026-01-17 18:18:21.494302,237.182.154.223,failed,4,Remote
USER_0041,2025-12-10 18:18:21.494302,182.46.22.146,failed,1,VPN
USER_0099,2026-02-01 18:18:21.494302,179.47.148.117,success,3,Office
USER_0051,2026-01-11 18:18:21.494302,206.4.92.81,success,4,Office
USER_0026,2026-01-25 18:18:21.494302,132.246.36.71,failed,4,Remote
USER_0050,2026-01-08 18:18:21.494302,93.22.12.105,failed,5,VPN
USER_0095,2025-11-22 18:18:21.494302,49.243.232.85,failed,5,Office
USER_0021,2025-12-23 18:18:21.494302,222.4.246.59,failed,2,Office
USER_0006,2025-12-20 18:18:21.494302,212.64.206.242,failed,3,VPN
USER_0057,2026-01-09 18:18:21.494302,69.73.202.162,success,3,Remote
USER_0053,2025-11-26 18:18:21.494302,29.194.11.48,success,1,Office
USER_0003,2025-12-31 18:18:21.494302,99.5.208.61,success,4,Remote
USER_0097,2025-12-01 18:18:21.494302,153.188.186.249,success,3,VPN
USER_0083,2025-12-25 18:18:21.494302,205.46.249.193,failed,4,VPN
USER_0023,2026-01-31 18:18:21.494302,122.11.154.87,failed,2,Office
USER_0066,2025-12-27 18:18:21.494302,179.48.7.70,success,1,Remote
USER_0026,2025-12-16 18:18:21.494302,194.109.171.59,failed,3,VPN
USER_0082,2026-01-16 18:18:21.494302,8.77.165.128,failed,0,Office
USER_0067,2026-01-31 18:18:21.494302,166.82.230.155,success,5,Remote
USER_0097,2026-02-08 18:18:21.494302,195.25.244.91,failed,2,Remote
USER_0007,2025-11-30 18:18:21.494302,217.155.133.6,success,5,Office
USER_0091,2025-12-29 18:18:21.494302,218.212.30.213,success,2,Remote
USER_0034,2026-01-15 18:18:21.494302,205.160.35.67,failed,1,Office
USER_0006,2026-01-05 18:18:21.494302,9.119.180.57,failed,5,VPN
USER_0018,2026-02-13 18:18:21.494302,159.183.199.181,success,4,Remote
USER_0088,2026-02-14 18:18:21.494302,222.225.124.78,success,4,Remote
USER_0069,2025-12-07 18:18:21.494302,85.108.33.121,failed,1,Remote
USER_0041,2026-01-13 18:18:21.494302,187.29.32.100,success,3,Remote
USER_0081,2025-12-24 18:18:21.494302,207.34.105.251,failed,0,Office
USER_0048,2026-02-01 18:18:21.494302,43.147.111.214,failed,3,VPN
USER_0081,2025-12-24 18:18:21.494302,99.14.64.159,success,4,Remote
USER_0048,2026-01-23 18:18:21.494302,14.170.132.29,success,2,VPN
USER_0026,2026-01-26 18:18:21.494302,63.228.222.244,failed,1,VPN
USER_0029,2026-02-01 18:18:21.494302,165.67.28.235,failed,3,Remote
USER_0069,2025-12-20 18:18:21.494302,199.228.136.97,failed,3,Office
USER_0010,2026-02-04 18:18:21.494302,176.229.58.181,success,4,VPN
USER_0061,2026-01-08 18:18:21.494302,188.155.244.102,failed,2,Office
USER_0073,2025-12-20 18:18:21.494302,157.212.8.139,failed,4,VPN
USER_0054,2026-01-28 18:18:21.494302,208.104.66.31,failed,1,Office
USER_0066,2026-01-03 18:18:21.494302,146.97.119.204,success,5,VPN
USER_0024,2026-02-05 18:18:21.494302,95.181.73.54,success,2,Office
USER_0053,2026-02-16 18:18:21.494302,47.173.139.140,success,2,Remote
USER_0095,2026-02-08 18:18:21.494302,19.37.201.229,success,1,Office
USER_0001,2026-01-30 18:18:21.494302,38.209.86.242,success,1,Office
USER_0069,2026-02-14 18:18:21.494302,91.213.166.6,failed,1,VPN
USER_0018,2026-01-26 18:18:21.494302,97.163.55.121,failed,1,Office
USER_0059,2025-11-20 18:18:21.494302,120.238.14.114,success,0,Office
USER_0015,2026-01-06 18:18:21.494302,121.228.211.195,failed,4,Office
USER_0076,2026-01-18 18:18:21.494302,74.254.245.154,failed,2,Remote
USER_0035,2025-11-23 18:18:21.494302,100.56.193.19,failed,2,Remote
USER_0052,2025-12-16 18:18:21.494302,32.180.99.79,failed,0,VPN
USER_0054,2026-01-14 18:18:21.494302,185.236.15.115,success,5,VPN
USER_0055,2026-01-10 18:18:21.494302,171.142.63.2,success,5,Office
USER_0033,2025-11-24 18:18:21.494302,19.81.135.108,success,1,Office
USER_0051,2025-11-23 18:18:21.494302,18.234.99.248,success,2,Remote
USER_0024,2025-12-30 18:18:21.494302,233.14.51.92,success,4,VPN
USER_0038,2026-02-16 18:18:21.494302,170.237.176.224,success,5,VPN
USER_0023,2026-01-11 18:18:21.494302,107.69.176.157,failed,2,VPN
USER_0047,2025-12-02 18:18:21.494302,132.250.11.41,failed,1,VPN
USER_0100,2025-11-22 18:18:21.494302,101.234.217.45,failed,4,Remote
USER_0054,2026-01-16 18:18:21.494302,53.194.23.243,failed,4,VPN
USER_0001,2025-12-11 18:18:21.494302,162.110.18.161,failed,4,VPN
USER_0062,2025-12-16 18:18:21.494302,157.110.190.160,failed,4,Remote
USER_0050,2026-02-06 18:18:21.494302,190.63.11.94,failed,2,VPN
USER_0055,2025-12-19 18:18:21.494302,127.202.100.91,failed,2,Remote
USER_0016,2026-01-21 18:18:21.494302,179.156.131.83,failed,0,VPN
USER_0006,2025-11-27 18:18:21.494302,220.197.26.143,failed,5,Remote
USER_0076,2025-12-29 18:18:21.494302,48.46.145.2,failed,1,Remote
USER_0040,2025-12-01 18:18:21.494302,241.148.147.154,failed,3,Office
USER_0080,2025-12-12 18:18:21.494302,157.93.174.75,success,5,VPN
USER_0045,2026-02-12 18:18:21.494302,240.201.100.220,success,4,Office
USER_0091,2026-01-21 18:18:21.494302,152.50.231.135,failed,4,Remote
USER_0038,2026-01-09 18:18:21.494302,175.219.114.74,success,0,Remote
USER_0088,2026-02-01 18:18:21.494302,150.162.83.82,failed,5,Office
USER_0091,2025-12-04 18:18:21.494302,79.254.225.201,success,0,Office
USER_0032,2025-12-02 18:18:21.494302,151.65.59.108,failed,5,VPN
USER_0061,2026-01-07 18:18:21.494302,227.103.101.15,failed,2,Office
USER_0003,2026-02-03 18:18:21.494302,223.24.109.190,failed,1,VPN
USER_0085,2026-02-02 18:18:21.494302,97.24.87.100,success,5,Office
USER_0054,2025-12-15 18:18:21.494302,80.44.161.120,failed,2,VPN
USER_0067,2026-02-11 18:18:21.494302,107.146.119.95,failed,2,VPN
USER_0025,2025-12-11 18:18:21.494302,191.150.116.17,success,3,VPN
USER_0031,2025-12-25 18:18:21.494302,42.205.128.44,failed,3,VPN
USER_0073,2025-12-26 18:18:21.494302,115.122.73.11,failed,4,Office
USER_0062,2025-12-10 18:18:21.494302,169.129.23.0,success,2,Office
USER_0080,2025-12-12 18:18:21.494302,95.129.71.26,success,5,VPN
USER_0019,2026-02-08 18:18:21.494302,68.17.166.96,failed,3,Remote
USER_0088,2026-02-13 18:18:21.494302,132.15.102.139,success,2,Remote
USER_0080,2026-01-10 18:18:21.494302,101.85.3.103,success,3,Office
USER_0100,2026-01-28 18:18:21.494302,148.9.186.17,failed,5,Office
USER_0040,2026-02-16 18:18:21.494302,70.68.55.247,success,5,Remote
USER_0072,2025-12-21 18:18:21.494302,85.164.148.53,failed,4,Office
USER_0013,2025-12-03 18:18:21.494302,118.42.148.203,failed,4,Office
USER_0081,2026-01-30 18:18:21.494302,122.9.99.28,success,3,Office
USER_0022,2025-11-23 18:18:21.494302,238.162.36.58,success,2,VPN
USER_0082,2025-12-10 18:18:21.494302,8.80.18.16,failed,1,Office
USER_0006,2026-02-10 18:18:21.494302,229.105.132.46,failed,3,Remote
USER_0043,2026-01-17 18:18:21.494302,121.113.107.12,success,4,VPN
USER_0036,2025-11-29 18:18:21.494302,44.222.51.54,failed,2,Remote
USER_0028,2026-02-11 18:18:21.494302,151.165.255.72,failed,5,VPN
USER_0029,2026-02-15 18:18:21.494302,2.66.98.55,failed,1,VPN
USER_0082,2025-12-04 18:18:21.494302,68.84.102.129,failed,4,Remote
USER_0016,2025-11-27 18:18:21.494302,96.171.27.248,success,4,Remote
USER_0053,2026-01-30 18:18:21.494302,143.7.186.220,success,4,Office
USER_0069,2026-02-09 18:18:21.494302,212.168.50.201,success,0,VPN
USER_0061,2026-01-17 18:18:21.494302,247.166.244.108,success,1,Office
USER_0027,2025-12-27 18:18:21.494302,220.76.134.180,failed,3,Remote
USER_0027,2025-11-24 18:18:21.494302,52.211.153.24,success,4,VPN
USER_0039,2026-01-11 18:18:21.494302,148.14.35.214,success,3,Office
USER_0096,2026-01-25 18:18:21.494302,41.150.128.194,success,4,Remote
USER_0040,2025-11-19 18:18:21.494302,172.129.171.47,success,4,Office
USER_0029,2025-11-24 18:18:21.494302,78.44.242.80,success,3,VPN
USER_0085,2026-01-04 18:18:21.494302,151.178.7.167,failed,2,Office
USER_0036,2026-02-13 18:18:21.494302,48.248.232.170,success,5,VPN
USER_0069,2025-12-15 18:18:21.494302,82.61.255.150,failed,5,Remote
USER_0092,2025-12-20 18:18:21.494302,105.153.10.169,failed,4,Office
USER_0095,2026-01-07 18:18:21.494302,128.221.67.73,failed,1,VPN
USER_0070,2025-12-21 18:18:21.494302,177.181.193.224,failed,5,Office
USER_0007,2026-01-18 18:18:21.494302,244.157.244.51,failed,5,Office
USER_0056,2026-02-06 18:18:21.494302,108.83.47.55,success,0,Remote
USER_0021,2026-01-18 18:18:21.494302,229.74.34.134,failed,4,VPN
USER_0025,2026-01-19 18:18:21.494302,167.16.21.236,failed,2,Remote
USER_0067,2025-12-11 18:18:21.494302,200.203.219.56,failed,0,Office
USER_0034,2026-01-29 18:18:21.494302,223.195.93.163,success,0,VPN
